Customer_ID,Age,Employment_Status,Annual_Income,Credit_Score,Credit_Limit,Credit_Utilization,Existing_Debt,Payment_History,Delinquency_Flag,Annual_Income_Cleaned,Credit_Score_Cleaned
GELD-11285,22,Employed,26131.0,513.0,6522,0.8571137606739045,6527,2,1,26131.0,513.0
GELD-11286,18,Employed,29706.0,526.0,6116,0.6182802211926425,6362,2,0,29706.0,526.0
GELD-11287,44,Employed,26094.0,639.0,9425,0.558235556963719,4681,0,0,26094.0,639.0
GELD-11288,24,Employed,63363.0,533.0,11954,0.8144996737906958,9512,2,0,63363.0,533.0
GELD-11289,18,Employed,25158.0,612.0,8157,0.531416282466369,5312,1,0,25158.0,612.0
GELD-11290,42,Unemployed,12000.0,515.0,3387,1.0739093671251396,2306,0,0,12000.0,515.0
GELD-11291,67,Unemployed,12000.0,560.0,4903,0.72522661620368,2426,1,0,12000.0,560.0
GELD-11292,37,Unemployed,12000.0,,4395,0.963932591704006,3681,3,0,12000.0,607.5
GELD-11293,48,Student,12000.0,595.0,3834,0.6723537477306539,36248,0,0,12000.0,595.0
GELD-11294,38,Employed,66398.0,753.0,12155,0.5560173416178802,12334,0,0,66398.0,753.0
GELD-11295,36,Employed,46157.0,646.0,9090,0.5545682425864953,10054,2,0,46157.0,646.0
GELD-11296,49,Employed,54892.0,592.0,10474,0.561867376526473,31680,1,0,54892.0,592.0
GELD-11297,34,Employed,74168.0,689.0,14639,0.428692747886496,9675,1,0,74168.0,689.0
GELD-11298,41,Employed,31112.0,584.0,4308,0.8077417530371411,9721,0,0,31112.0,584.0
GELD-11299,41,Employed,39814.0,677.0,6711,0.5663508752660483,7132,0,0,39814.0,677.0
GELD-11300,29,Employed,66555.0,657.0,11697,0.5287707326901149,13113,1,0,66555.0,657.0
GELD-11301,49,Employed,139274.0,573.0,23416,0.5690806594487282,16636,1,0,139274.0,573.0
GELD-11302,35,Employed,50912.0,560.0,11087,0.7188932816127231,21808,2,1,50912.0,560.0
GELD-11303,28,Employed,70686.0,667.0,14983,0.5902901125422114,15599,2,0,70686.0,667.0
GELD-11304,44,Employed,51630.0,,11706,0.7381365122148702,13566,2,0,51630.0,607.5
GELD-11305,27,Employed,129833.0,626.0,21621,0.7453248202419029,14392,0,0,129833.0,626.0
GELD-11306,38,Employed,24680.0,557.0,2114,0.9702908053561874,3853,1,0,24680.0,557.0
GELD-11307,37,Self-Employed,56532.0,524.0,8228,0.6019700133372403,13461,2,0,56532.0,524.0
GELD-11308,51,Employed,26069.0,605.0,5412,0.7466699686421818,4935,1,0,26069.0,605.0
GELD-11309,43,Employed,17536.0,,5484,0.5148381764949471,4233,0,0,17536.0,607.5
GELD-11310,37,Self-Employed,61936.0,665.0,12342,0.5780732767744212,28998,0,0,61936.0,665.0
GELD-11311,47,Employed,57686.0,745.0,13725,0.422551992925932,14251,1,0,57686.0,745.0
GELD-11312,54,Employed,47658.0,680.0,11668,0.4200448649930978,8040,0,0,47658.0,680.0
GELD-11313,44,Employed,51648.0,676.0,10498,0.4932412262444736,8035,0,0,51648.0,676.0
GELD-11314,38,Employed,218433.0,850.0,36209,0.3480349358607542,32470,0,0,218433.0,850.0
GELD-11315,22,Self-Employed,24117.0,583.0,4387,0.7857577513403051,4103,0,0,24117.0,583.0
GELD-11316,25,Self-Employed,68156.0,603.0,12142,0.7841262692165595,11794,1,0,68156.0,603.0
GELD-11317,34,Employed,40448.0,650.0,10601,0.4860169783199783,8564,0,0,40448.0,650.0
GELD-11318,30,Employed,61873.0,687.0,11795,0.5802090454470322,15431,1,0,61873.0,687.0
GELD-11319,35,Employed,48668.0,584.0,9581,0.7715199337713023,11695,1,1,48668.0,584.0
GELD-11320,38,Employed,45038.0,573.0,8504,0.7430117203472579,9586,2,0,45038.0,573.0
GELD-11321,44,Employed,,703.0,22143,0.3445436985124925,26875,0,0,44583.0,703.0
GELD-11322,37,Employed,92017.0,696.0,18726,0.5825738607124267,51225,0,0,92017.0,696.0
GELD-11323,43,Employed,57614.0,669.0,10692,0.5350583750260343,8712,1,0,57614.0,669.0
GELD-11324,38,Employed,19208.0,512.0,2234,0.7490100671336409,3821,0,0,19208.0,512.0
GELD-11325,18,Employed,23026.0,653.0,6190,0.8229754298568723,2276,2,0,23026.0,653.0
GELD-11326,26,Employed,182839.0,697.0,30011,0.7330696657441294,31672,3,1,182839.0,697.0
GELD-11327,36,Employed,48834.0,597.0,9833,0.6362360877219888,6881,2,0,48834.0,597.0
GELD-11328,23,Self-Employed,44502.0,541.0,6343,0.7393046203790224,6709,1,0,44502.0,541.0
GELD-11329,45,Employed,103660.0,813.0,21522,0.2719959257859992,13024,0,0,103660.0,813.0
GELD-11330,56,Employed,59786.0,663.0,11751,0.4446404006585704,7028,0,0,59786.0,663.0
GELD-11331,52,Unemployed,12000.0,514.0,2374,1.0037428366069912,2544,1,0,12000.0,514.0
GELD-11332,35,Employed,18108.0,621.0,4204,0.9476229467331624,4857,2,1,18108.0,621.0
GELD-11333,55,Employed,73708.0,702.0,14183,0.728076425370185,10929,1,0,73708.0,702.0
GELD-11334,39,Employed,37547.0,594.0,7468,1.092925771312358,3368,2,0,37547.0,594.0
GELD-11335,33,Employed,58645.0,657.0,11925,0.6682403902045315,12378,0,0,58645.0,657.0
GELD-11336,30,Employed,30871.0,542.0,5380,0.7679697532258255,7520,2,0,30871.0,542.0
GELD-11337,34,Employed,48081.0,,11228,0.8005924491795823,12709,2,0,48081.0,607.5
GELD-11338,33,Employed,55004.0,511.0,6962,0.8526180657789408,7380,1,0,55004.0,511.0
GELD-11339,40,Unemployed,12000.0,473.0,1217,0.9984099253893136,1901,1,0,12000.0,473.0
GELD-11340,39,Employed,32804.0,689.0,5962,0.581440358649349,4248,1,0,32804.0,689.0
GELD-11341,38,Employed,92837.0,739.0,18785,0.5341544661148209,13945,1,0,92837.0,739.0
GELD-11342,43,Unemployed,12000.0,547.0,973,0.9893545351469484,1766,0,0,12000.0,547.0
GELD-11343,52,Employed,25501.0,694.0,6899,0.4412592348829495,4198,0,0,25501.0,694.0
GELD-11344,49,Unemployed,12000.0,544.0,2033,0.9225932768589058,2190,3,1,12000.0,544.0
GELD-11345,20,Employed,27510.0,552.0,5483,0.8673493880599521,5814,2,0,27510.0,552.0
GELD-11346,18,Self-Employed,29118.0,566.0,4726,0.5460590602733525,4191,1,0,29118.0,566.0
GELD-11347,49,Employed,100003.0,674.0,17239,0.6576680592671069,19092,2,0,100003.0,674.0
GELD-11348,21,Self-Employed,24353.0,552.0,6742,0.9297969560931024,3420,4,0,24353.0,552.0
GELD-11349,35,Unemployed,12000.0,589.0,3828,0.6042104533640813,1200,0,0,12000.0,589.0
GELD-11350,23,Employed,16488.0,565.0,2801,0.8740437000483787,4132,1,0,16488.0,565.0
GELD-11351,18,Employed,39187.0,609.0,7463,0.9350190763392328,6069,1,0,39187.0,609.0
GELD-11352,44,Employed,58861.0,683.0,14591,0.6269574931906614,5941,0,0,58861.0,683.0
GELD-11353,47,Employed,44845.0,642.0,8930,0.7646800843590651,11329,1,0,44845.0,642.0
GELD-11354,31,Employed,22991.0,528.0,2918,0.6411876899429085,4198,0,0,22991.0,528.0
GELD-11355,18,Employed,51887.0,518.0,7079,0.972187969264475,12555,1,0,51887.0,518.0
GELD-11356,31,Employed,31180.0,592.0,5509,0.7388129620152257,7441,0,0,31180.0,592.0
GELD-11357,42,Employed,41519.0,603.0,7190,0.9187995871515364,5410,0,0,41519.0,603.0
GELD-11358,20,Employed,31828.0,573.0,4168,0.8918008070320599,9323,1,0,31828.0,573.0
GELD-11359,40,Employed,31620.0,598.0,4820,0.7120148049191595,3067,1,0,31620.0,598.0
GELD-11360,37,Employed,27664.0,719.0,6847,0.5693016026753523,4764,0,0,27664.0,719.0
GELD-11361,44,Employed,20831.0,527.0,4498,0.7455863907965061,3494,0,1,20831.0,527.0
GELD-11362,39,Employed,74940.0,541.0,11407,0.8118563828103914,11089,2,0,74940.0,541.0
GELD-11363,26,Employed,42389.0,605.0,7937,0.9664419145881268,13975,0,0,42389.0,605.0
GELD-11364,52,Employed,202252.0,768.0,37066,0.4764401121417567,46063,0,0,202252.0,768.0
GELD-11365,36,Employed,34632.0,611.0,9135,0.9556635583847112,3980,1,0,34632.0,611.0
GELD-11366,37,Employed,35787.0,627.0,7230,0.9436075897064052,4358,0,0,35787.0,627.0
GELD-11367,26,Self-Employed,42006.0,652.0,8090,0.516907426285401,20075,1,0,42006.0,652.0
GELD-11368,32,Employed,60440.0,540.0,8489,0.7610545242295208,10083,0,0,60440.0,540.0
GELD-11369,27,Employed,43844.0,564.0,8767,0.6649134778305875,6438,0,0,43844.0,564.0
GELD-11370,35,Employed,71364.0,652.0,13133,0.8231010609634888,22882,1,0,71364.0,652.0
GELD-11371,58,Self-Employed,34878.0,667.0,7657,0.621405980668116,3459,0,0,34878.0,667.0
GELD-11372,21,Unemployed,12000.0,620.0,2739,0.7026602951495949,4219,1,0,12000.0,620.0
GELD-11373,18,Employed,12060.0,594.0,2346,0.8892323114760543,1769,2,1,12060.0,594.0
GELD-11374,55,Employed,19918.0,607.0,5393,1.0591628964927864,4941,0,0,19918.0,607.0
GELD-11375,35,Unemployed,12000.0,487.0,500,1.1,2000,1,1,12000.0,487.0
GELD-11376,29,Employed,47313.0,570.0,9849,0.7128784370697884,5088,2,0,47313.0,570.0
GELD-11377,50,Employed,40776.0,593.0,6989,1.0001035757557082,8841,0,0,40776.0,593.0
GELD-11378,30,Employed,94800.0,680.0,17235,0.7204833061050449,27963,1,0,94800.0,680.0
GELD-11379,59,Employed,94147.0,702.0,15752,0.7030278576616729,7429,2,0,94147.0,702.0
GELD-11380,46,Unemployed,12000.0,482.0,1457,1.1,1525,1,0,12000.0,482.0
GELD-11381,32,Student,12000.0,530.0,1847,0.7540425574712656,20304,0,0,12000.0,530.0
GELD-11382,63,Self-Employed,31486.0,677.0,7833,0.5827523262452626,7452,1,0,31486.0,677.0
GELD-11383,30,Employed,41360.0,611.0,10409,0.9631662821323004,10053,1,1,41360.0,611.0
GELD-11384,46,Unemployed,12000.0,576.0,3434,0.7041830982708641,3515,2,1,12000.0,576.0
GELD-11385,41,Employed,39577.0,627.0,7030,0.757471082868192,9634,0,0,39577.0,627.0
GELD-11386,53,Employed,40374.0,708.0,8733,0.4939839664874732,8646,1,0,40374.0,708.0
GELD-11387,56,Unemployed,12000.0,575.0,4042,0.698676277377472,3786,0,0,12000.0,575.0
GELD-11388,38,Employed,40700.0,585.0,9583,0.8407571920692873,7029,1,0,40700.0,585.0
GELD-11389,28,Employed,59500.0,563.0,10481,0.9207698733277436,11933,0,0,59500.0,563.0
GELD-11390,43,Employed,63714.0,648.0,13254,0.5803754855533039,17899,1,0,63714.0,648.0
GELD-11391,29,Unemployed,12000.0,400.0,914,1.1,1784,0,0,12000.0,400.0
GELD-11392,62,Employed,71991.0,663.0,15861,0.6106652499853853,25700,0,0,71991.0,663.0
GELD-11393,39,Employed,34855.0,590.0,3923,0.8640668595097134,7906,3,1,34855.0,590.0
GELD-11394,33,Employed,26160.0,514.0,5176,0.8373048148419918,3335,0,0,26160.0,514.0
GELD-11395,40,Self-Employed,64302.0,585.0,12650,0.8068990294436593,12015,2,0,64302.0,585.0
GELD-11396,21,Self-Employed,18751.0,598.0,2568,0.714842811987195,2174,2,1,18751.0,598.0
GELD-11397,26,Employed,62603.0,620.0,10221,0.5055149879573002,13081,0,0,62603.0,620.0
GELD-11398,52,Employed,18367.0,608.0,3422,0.661487275011637,3186,1,0,18367.0,608.0
GELD-11399,30,Employed,101377.0,669.0,17155,0.644147947535292,14482,0,0,101377.0,669.0
GELD-11400,25,Student,14663.0,549.0,2358,0.7697182249942425,34566,1,0,14663.0,549.0
GELD-11401,44,Employed,27578.0,663.0,7434,1.0307077772438866,4056,1,1,27578.0,663.0
GELD-11402,52,Unemployed,12000.0,563.0,4232,0.9174808370241864,2253,0,0,12000.0,563.0
GELD-11403,46,Employed,114980.0,618.0,20992,0.7654798393372882,20004,1,0,114980.0,618.0
GELD-11404,49,Self-Employed,38877.0,701.0,8192,0.5980142969442326,4447,1,0,38877.0,701.0
GELD-11405,28,Self-Employed,37220.0,605.0,6205,0.505928051355307,7579,1,1,37220.0,605.0
GELD-11406,20,Employed,12000.0,520.0,4133,0.8298820223296255,1633,2,1,12000.0,520.0
GELD-11407,56,Student,12000.0,525.0,3220,0.955384632935888,36375,1,1,12000.0,525.0
GELD-11408,34,Employed,48899.0,627.0,9745,0.5916779508342034,15141,0,0,48899.0,627.0
GELD-11409,34,Employed,74755.0,627.0,14209,0.5906437873108912,13617,1,0,74755.0,627.0
GELD-11410,53,Employed,28865.0,694.0,7777,0.4416606092072392,10947,2,0,28865.0,694.0
GELD-11411,44,Self-Employed,27333.0,583.0,6380,0.6070195702565041,5215,0,0,27333.0,583.0
GELD-11412,43,Employed,66365.0,596.0,11178,1.1,7964,0,1,66365.0,596.0
GELD-11413,63,Employed,63917.0,710.0,13770,0.7200770717272126,20731,2,0,63917.0,710.0
GELD-11414,30,Employed,26715.0,625.0,3991,0.7619011101292748,10286,0,0,26715.0,625.0
GELD-11415,49,Employed,88139.0,677.0,15375,0.6888413903611924,26489,0,0,88139.0,677.0
GELD-11416,38,Employed,55099.0,653.0,10003,0.9884310143004562,8195,2,1,55099.0,653.0
GELD-11417,41,Employed,88549.0,655.0,15510,0.8636577024701462,10907,1,0,88549.0,655.0
GELD-11418,56,Self-Employed,52491.0,655.0,9273,0.4295686328221295,9212,1,0,52491.0,655.0
GELD-11419,44,Employed,17413.0,649.0,4493,0.5336651537414534,9466,2,0,17413.0,649.0
GELD-11420,44,Employed,50595.0,655.0,8107,0.7368025672746665,6379,1,0,50595.0,655.0
GELD-11421,50,Employed,87296.0,661.0,16815,0.677761144977836,24473,2,0,87296.0,661.0
GELD-11422,33,Employed,36236.0,660.0,8191,0.6566045790839748,7050,0,1,36236.0,660.0
GELD-11423,27,Self-Employed,45497.0,475.0,3816,0.7235726869201151,13400,1,0,45497.0,475.0
GELD-11424,25,Unemployed,12000.0,619.0,2689,0.6603590557423941,1463,1,1,12000.0,619.0
GELD-11425,18,Employed,12000.0,461.0,1602,1.1,2192,0,1,12000.0,461.0
GELD-11426,62,Self-Employed,86199.0,655.0,14905,0.5732823874688987,12151,1,0,86199.0,655.0
GELD-11427,24,Unemployed,12000.0,513.0,988,0.7590305987769,1730,0,0,12000.0,513.0
GELD-11428,35,Self-Employed,68021.0,620.0,12251,0.8577913673176745,18439,2,1,68021.0,620.0
GELD-11429,34,Employed,52103.0,660.0,11210,0.4590735530395486,6723,1,1,52103.0,660.0
GELD-11430,41,Student,19081.0,520.0,1067,1.0827292064949663,36894,4,1,19081.0,520.0
GELD-11431,47,Employed,65037.0,9999.0,13388,0.6223551083732806,13426,0,0,65037.0,607.5
GELD-11432,48,Employed,48741.0,599.0,7892,0.6984293069628104,6719,2,0,48741.0,599.0
GELD-11433,31,Employed,36239.0,604.0,7280,0.8317542628443659,5446,2,0,36239.0,604.0
GELD-11434,35,Employed,77577.0,634.0,13995,0.6025978663469811,17900,1,0,77577.0,634.0
GELD-11435,41,Employed,23317.0,596.0,4434,0.9882085700968916,4660,1,1,23317.0,596.0
GELD-11436,35,Employed,72449.0,604.0,11203,0.5964042672013492,14852,0,0,72449.0,604.0
GELD-11437,57,Employed,33038.0,600.0,6327,0.8331824010945814,6077,0,0,33038.0,600.0
GELD-11438,43,Self-Employed,95180.0,681.0,19972,0.5231124922756845,17061,0,0,95180.0,681.0
GELD-11439,46,Unemployed,12000.0,595.0,1467,0.8767332008071439,2401,0,0,12000.0,595.0
GELD-11440,45,Employed,72392.0,617.0,15503,0.7348020101097206,25991,1,0,72392.0,617.0
GELD-11441,52,Unemployed,12000.0,514.0,1662,1.01827337973687,2993,3,1,12000.0,514.0
GELD-11442,40,Unemployed,12000.0,570.0,3113,0.5982802694028696,2299,0,0,12000.0,570.0
GELD-11443,22,Self-Employed,18389.0,,2154,0.9798223556216428,2408,2,0,18389.0,607.5
GELD-11444,42,Employed,73319.0,685.0,13170,0.7552098161881231,12518,0,0,73319.0,685.0
GELD-11445,30,Employed,58395.0,565.0,9174,0.8359905439330103,8159,1,0,58395.0,565.0
GELD-11446,31,Unemployed,13826.0,438.0,500,0.9435281164386796,2029,1,0,13826.0,438.0
GELD-11447,45,Employed,64956.0,613.0,11464,0.6098386643987816,6206,2,0,64956.0,613.0
GELD-11448,52,Employed,35065.0,582.0,6125,0.941756921797986,7047,1,0,35065.0,582.0
GELD-11449,38,Employed,37864.0,598.0,10219,0.5774258937524485,17480,0,0,37864.0,598.0
GELD-11450,41,Employed,56744.0,593.0,8436,0.6651727895077373,12391,4,1,56744.0,593.0
GELD-11451,58,Employed,19123.0,650.0,5722,0.9653200669108069,5164,0,0,19123.0,650.0
GELD-11452,40,Employed,115041.0,668.0,20651,0.5752667509139899,34096,1,0,115041.0,668.0
GELD-11453,69,Employed,49568.0,668.0,8853,0.7076446880073716,8923,0,0,49568.0,668.0
GELD-11454,44,Self-Employed,94104.0,675.0,18295,0.5705797699874025,17400,1,0,94104.0,675.0
GELD-11455,18,Unemployed,,516.0,1490,1.1,1385,4,1,44583.0,516.0
GELD-11456,47,Employed,94850.0,671.0,13566,0.9527916495840008,20719,0,0,94850.0,671.0
GELD-11457,42,Student,29576.0,610.0,7406,0.9102933082506306,47475,1,0,29576.0,610.0
GELD-11458,53,Employed,29899.0,577.0,4195,0.7933102060045608,4285,2,0,29899.0,577.0
GELD-11459,46,Employed,76659.0,,13941,0.5865041700262088,24502,1,0,76659.0,607.5
GELD-11460,36,Self-Employed,54203.0,603.0,11016,0.8567352272233975,8021,2,0,54203.0,603.0
GELD-11461,23,Self-Employed,13519.0,489.0,1309,1.1,8525,1,1,13519.0,489.0
GELD-11462,35,Unemployed,12000.0,541.0,3914,0.8012794205868086,2847,1,0,12000.0,541.0
GELD-11463,27,Employed,78835.0,584.0,15152,0.905626351105986,15777,1,0,78835.0,584.0
GELD-11464,31,Unemployed,12000.0,559.0,1894,0.9267999782099204,5261,1,0,12000.0,559.0
GELD-11465,45,Employed,91552.0,777.0,19908,0.3055027998664383,7416,0,0,91552.0,777.0
GELD-11466,58,Self-Employed,25589.0,580.0,4145,0.6626782651172506,4607,0,0,25589.0,580.0
GELD-11467,42,Self-Employed,27649.0,614.0,9549,0.7884208616304311,4693,1,0,27649.0,614.0
GELD-11468,23,Employed,28805.0,483.0,2975,0.953671664168234,5409,1,0,28805.0,483.0
GELD-11469,43,Employed,54798.0,649.0,12440,0.7405126147901295,12110,2,0,54798.0,649.0
GELD-11470,52,Unemployed,12000.0,513.0,3299,1.1,2227,1,1,12000.0,513.0
GELD-11471,30,Employed,77988.0,599.0,13954,0.5361434987916239,27576,1,0,77988.0,599.0
GELD-11472,36,Employed,68796.0,575.0,10663,0.8274810451121088,16531,1,0,68796.0,575.0
GELD-11473,38,Self-Employed,,680.0,14969,0.8375483136841617,19530,1,0,44583.0,680.0
GELD-11474,28,Employed,51256.0,651.0,7176,0.7286685491786913,12450,0,0,51256.0,651.0
GELD-11475,45,Self-Employed,71051.0,647.0,13640,0.5718284756698301,8568,2,0,71051.0,647.0
GELD-11476,36,Employed,44331.0,562.0,8290,0.637509508522984,9703,1,1,44331.0,562.0
GELD-11477,43,Employed,,787.0,25843,0.3100799391085503,30296,0,0,44583.0,787.0
GELD-11478,27,Self-Employed,37584.0,548.0,2041,0.7219807459407304,4839,1,0,37584.0,548.0
GELD-11479,32,Employed,139718.0,587.0,20625,0.8129388062675353,40206,1,0,139718.0,587.0
GELD-11480,46,Employed,55033.0,654.0,9904,0.6370137047446809,4918,1,0,55033.0,654.0
GELD-11481,33,Self-Employed,29173.0,530.0,5353,1.1,16137,0,1,29173.0,530.0
GELD-11482,58,Employed,100271.0,744.0,19866,0.3581680067349569,19942,1,0,100271.0,744.0
GELD-11483,33,Employed,57334.0,595.0,10054,0.7005333402506235,8221,3,0,57334.0,595.0
GELD-11484,40,Employed,79459.0,677.0,16057,0.4823169215327946,20539,0,0,79459.0,677.0
GELD-11485,49,Self-Employed,93970.0,,16966,0.33194494394875,24372,1,0,93970.0,607.5
GELD-11486,20,Self-Employed,31537.0,508.0,5789,1.1,14434,1,1,31537.0,508.0
GELD-11487,18,Self-Employed,20750.0,526.0,4292,1.0509521229941172,8545,1,1,20750.0,526.0
GELD-11488,19,Employed,42020.0,574.0,8201,0.7818350120634037,4983,2,1,42020.0,574.0
GELD-11489,53,Self-Employed,54194.0,718.0,11780,0.72442816902174,9821,1,0,54194.0,718.0
GELD-11490,31,Employed,,594.0,15502,0.613542698560512,10350,0,0,44583.0,594.0
GELD-11491,68,Employed,15415.0,595.0,4762,0.5999623138294728,4187,1,0,15415.0,595.0
GELD-11492,31,Employed,66246.0,644.0,11076,0.4243262379738198,23555,0,0,66246.0,644.0
GELD-11493,40,Unemployed,12000.0,510.0,2352,0.9774176406735232,1430,2,1,12000.0,510.0
GELD-11494,56,Self-Employed,114004.0,713.0,22063,0.816005804712199,22442,0,0,114004.0,713.0
GELD-11495,62,Employed,53782.0,576.0,8553,0.7016830959389766,8433,0,0,53782.0,576.0
GELD-11496,62,Employed,45263.0,756.0,13031,0.327336705272055,12810,0,0,45263.0,756.0
GELD-11497,52,Unemployed,12000.0,490.0,2193,0.992838568902591,2853,2,0,12000.0,490.0
GELD-11498,50,Employed,34568.0,600.0,3471,0.7946399442095684,11170,3,0,34568.0,600.0
GELD-11499,45,Student,22494.0,580.0,5263,0.8565136060530051,36188,2,1,22494.0,580.0
GELD-11500,47,Employed,132735.0,806.0,24809,0.3482675444892773,25577,1,0,132735.0,806.0
GELD-11501,31,Employed,64654.0,552.0,11439,0.7503150168865669,15282,0,0,64654.0,552.0
GELD-11502,28,Employed,110822.0,759.0,22701,0.7322279891879961,20075,1,0,110822.0,759.0
GELD-11503,37,Employed,41935.0,642.0,9138,0.5240815351125284,9542,0,0,41935.0,642.0
GELD-11504,35,Unemployed,12000.0,552.0,5233,0.91755215434352,4026,3,1,12000.0,552.0
GELD-11505,32,Employed,,561.0,9107,0.7834125402645217,26156,5,1,44583.0,561.0
GELD-11506,46,Self-Employed,65888.0,670.0,13880,0.673052888668694,10942,0,0,65888.0,670.0
GELD-11507,49,Employed,45374.0,590.0,9633,0.893385443317136,21627,0,0,45374.0,590.0
GELD-11508,39,Employed,69009.0,698.0,13769,0.947339946550222,11396,1,0,69009.0,698.0
GELD-11509,55,Employed,62185.0,603.0,12349,0.7109257484081746,17773,1,0,62185.0,603.0
GELD-11510,24,Employed,17285.0,555.0,2690,0.597857083268166,2863,1,0,17285.0,555.0
GELD-11511,35,Student,13684.0,530.0,1958,0.6755259104108012,43824,1,0,13684.0,530.0
GELD-11512,29,Employed,79904.0,581.0,11474,0.9428517896319482,26309,0,0,79904.0,581.0
GELD-11513,18,Employed,29261.0,600.0,6551,0.6454180795979315,5792,1,0,29261.0,600.0
GELD-11514,37,Employed,91006.0,680.0,17378,0.6133454161573271,30708,1,1,91006.0,680.0
GELD-11515,36,Employed,31324.0,653.0,9221,0.4362235581025542,8543,0,0,31324.0,653.0
GELD-11516,56,Employed,66874.0,569.0,12459,0.630758948657854,15914,3,1,66874.0,569.0
GELD-11517,45,Unemployed,12000.0,600.0,3172,0.6546725053301894,3020,0,0,12000.0,600.0
GELD-11518,25,Employed,32815.0,703.0,6808,0.7700823797969392,10240,1,0,32815.0,703.0
GELD-11519,60,Employed,40785.0,615.0,8837,0.6582641233723739,11928,0,0,40785.0,615.0
GELD-11520,52,Employed,35456.0,715.0,10854,0.8760609851923068,6088,0,1,35456.0,715.0
GELD-11521,44,Student,12000.0,557.0,3958,0.6353162345739156,21544,1,1,12000.0,557.0
GELD-11522,35,Employed,49199.0,540.0,9726,0.6205582906333355,18103,2,0,49199.0,540.0
GELD-11523,26,Employed,78961.0,610.0,13506,0.6888044255744024,16233,2,0,78961.0,610.0
GELD-11524,33,Employed,46886.0,656.0,9140,0.6160587423730851,7768,0,0,46886.0,656.0
GELD-11525,51,Employed,26541.0,568.0,4099,0.6534204030358177,4179,0,0,26541.0,568.0
GELD-11526,60,Employed,90493.0,657.0,16316,0.6908442899609487,25660,1,0,90493.0,657.0
GELD-11527,56,Employed,37171.0,658.0,8301,0.5979024390574866,6816,2,1,37171.0,658.0
GELD-11528,32,Self-Employed,52763.0,608.0,10168,0.6323166585965032,12313,1,0,52763.0,608.0
GELD-11529,24,Employed,33116.0,605.0,6663,0.9076313502521745,5958,0,0,33116.0,605.0
GELD-11530,39,Self-Employed,59267.0,637.0,11155,0.8283036326874822,19137,1,0,59267.0,637.0
GELD-11531,18,Employed,44321.0,602.0,7319,0.830580909665978,9502,2,0,44321.0,602.0
GELD-11532,41,Employed,67208.0,614.0,13545,1.0870707747896884,24024,0,1,67208.0,614.0
GELD-11533,36,Employed,36769.0,609.0,7592,0.6274511247335739,12952,2,0,36769.0,609.0
GELD-11534,32,Employed,144401.0,653.0,24152,0.7628312366893069,28144,1,0,144401.0,653.0
GELD-11535,18,Self-Employed,29563.0,628.0,5617,0.9328237560300704,10174,1,0,29563.0,628.0
GELD-11536,44,Employed,,592.0,7263,0.8184094901939726,8942,1,0,44583.0,592.0
GELD-11537,31,Employed,83597.0,694.0,17993,0.8468735393709204,18773,2,0,83597.0,694.0
GELD-11538,23,Employed,30306.0,560.0,6457,0.701509993410011,4479,1,0,30306.0,560.0
GELD-11539,18,Student,12000.0,541.0,500,0.953329749294897,25689,0,1,12000.0,541.0
GELD-11540,37,Employed,166289.0,704.0,29760,0.6245504087846072,37873,1,0,166289.0,704.0
GELD-11541,59,Unemployed,12000.0,517.0,3489,0.664412186466347,2976,0,0,12000.0,517.0
GELD-11542,57,Employed,46957.0,552.0,8166,0.7946110595461684,5502,2,0,46957.0,552.0
GELD-11543,32,Employed,57094.0,559.0,12023,0.6525686384227154,5201,2,0,57094.0,559.0
GELD-11544,30,Employed,87744.0,624.0,15718,0.887257793391713,11261,1,0,87744.0,624.0
GELD-11545,43,Employed,27503.0,610.0,3980,0.5871027660599814,6779,1,0,27503.0,610.0
GELD-11546,26,Employed,22370.0,619.0,6045,1.0164641698071903,5912,0,0,22370.0,619.0
GELD-11547,41,Employed,41597.0,588.0,8190,0.9622009961567328,13194,0,0,41597.0,588.0
GELD-11548,47,Unemployed,,505.0,985,0.7486453764566504,2060,0,0,44583.0,505.0
GELD-11549,52,Self-Employed,44749.0,558.0,8616,0.6467260674643034,9821,1,0,44749.0,558.0
GELD-11550,36,Self-Employed,67922.0,653.0,10440,0.578143391619206,10359,0,0,67922.0,653.0
GELD-11551,35,Employed,36285.0,665.0,9898,0.7340328893660252,12658,1,0,36285.0,665.0
GELD-11552,27,Employed,28507.0,639.0,5460,0.9390692470100488,4333,3,1,28507.0,639.0
GELD-11553,28,Employed,55893.0,,9426,0.7052458652662555,18080,2,0,55893.0,607.5
GELD-11554,35,Self-Employed,79869.0,671.0,14887,0.9151925688143188,14583,1,1,79869.0,671.0
GELD-11555,42,Unemployed,12000.0,627.0,4735,0.633719104229847,4549,1,0,12000.0,627.0
GELD-11556,48,Employed,78362.0,674.0,15132,0.634885120395326,17022,1,0,78362.0,674.0
GELD-11557,28,Employed,78259.0,660.0,13504,0.6036734198067748,16851,2,0,78259.0,660.0
GELD-11558,55,Employed,83227.0,657.0,14550,0.8691943049136884,12427,0,0,83227.0,657.0
GELD-11559,34,Employed,93743.0,584.0,13873,0.7071903385113113,45031,0,0,93743.0,584.0
GELD-11560,37,Employed,145933.0,674.0,24684,0.886401672967841,43792,0,0,145933.0,674.0
GELD-11561,29,Employed,46154.0,596.0,10263,0.797678026083628,11435,1,0,46154.0,596.0
